company_reg_number,capex,cogs,cogs_plus_capex,accounts_receivable,current_assets,current_liabilities,fixed_assets,long_term_liabilities,capital_and_reserves,provisions_for_liabilities,entity_status,dissolved_on,turnover_level,employee_size_level
20000650,118.3,2008.53,2126.83,18208.0,141992.0,71097.0,42653.0,47075.0,66472.0,10664.0,1,2021-11-26,0,0
20000651,160.86,4468.42,4629.28,47134.0,299131.0,308582.0,75082.0,32816.0,32814.0,74059.0,0,2021-06-10,0,1
20000652,0.01,40566.22,40566.23,6056.0,41756.0,33431.0,2006.0,5166.0,5164.0,4680.0,1,2020-08-07,0,0
20000653,44.03,4193.3,4237.33,6643.0,123035.0,102070.0,44816.0,18783.0,46998.0,21434.0,1,2021-11-07,0,0
20000654,201.91,7369.06,7570.97,34094.0,232525.0,207134.0,73171.0,49282.0,49280.0,41426.0,1,2018-02-09,0,1
20000655,227.26,6401.71,6628.97,16916.0,91879.0,44856.0,8909.0,13601.0,42331.0,10765.0,1,2021-08-02,1,0
20000656,166.49,5252.04,5418.53,13876.0,70765.0,31940.0,6388.0,12808.0,32404.0,7985.0,1,2021-04-08,0,0
20000657,140.77,2776.5,2917.27,6017.0,112082.0,83533.0,15780.0,5971.0,38359.0,9188.0,1,2017-12-13,0,0
20000658,665.14,5416.41,6081.55,60056.0,119072.0,88786.0,1498762.0,623060.0,905987.0,10654.0,1,2021-10-08,0,1
20000659,76.25,2459.8,2536.05,7558.0,42078.0,31266.0,9818.0,910.0,19720.0,6878.0,1,2020-08-31,0,0
20000660,139.07,5432.45,5571.52,4448.0,32616.0,35567.0,8964.0,3007.0,3005.0,4268.0,1,2020-08-26,0,0
20000661,955.38,32830.88,33786.26,34225.0,188676.0,133796.0,7273.0,31077.0,31075.0,17393.0,1,2021-09-09,1,2
20000662,0.04,101397.6,101397.64,13760.0,99971.0,63614.0,201875.0,69197.0,169034.0,10814.0,1,2020-12-17,0,0
20000663,988.81,7548.18,8536.99,15520.0,62118.0,41257.0,369262.0,148550.0,241573.0,7426.0,1,2018-08-29,0,0
20000664,105.56,4107.3,4212.86,16926.0,89748.0,52107.0,11047.0,6353.0,42333.0,12505.0,1,2019-08-30,0,0
20000665,151.4,5485.61,5637.01,4377.0,29518.0,23755.0,1488.0,3626.0,3624.0,5463.0,0,2021-04-22,1,0
20000666,0.02,28004.76,28004.78,4658.0,83513.0,65589.0,12166.0,1387.0,28704.0,15085.0,1,2020-11-12,0,0
20000667,283.32,5533.59,5816.91,42651.0,271371.0,192024.0,66996.0,24531.0,121812.0,48006.0,1,2018-09-20,1,1
20000668,200.07,4247.78,4447.85,12675.0,83339.0,51827.0,27508.0,19115.0,39905.0,7774.0,1,2021-05-31,0,0
20000669,109.65,4233.5,4343.15,10797.0,62125.0,31511.0,5682.0,7816.0,28479.0,5672.0,1,2019-07-22,0,0
20000670,286.46,8760.2,9046.66,21295.0,149066.0,158607.0,45557.0,18009.0,18007.0,38065.0,1,2020-07-03,0,1
20000671,78.61,2456.44,2535.05,5231.0,35261.0,30075.0,10802.0,7995.0,7993.0,5413.0,1,2014-11-09,0,0
20000672,128.35,2090.35,2218.7,5143.0,119897.0,102221.0,15387.0,16532.0,16530.0,17377.0,1,2020-01-30,0,0
20000673,413.96,7016.26,7430.22,44464.0,774066.0,767338.0,84843.0,45786.0,45784.0,145794.0,1,2020-02-12,0,1
20000674,260.64,4764.83,5025.47,17380.0,119946.0,63539.0,34615.0,35380.0,55642.0,12707.0,1,2020-07-05,0,0
20000675,263.0,5167.07,5430.07,6254.0,98503.0,74896.0,11198.0,1894.0,32910.0,14979.0,1,2010-11-14,0,0
20000676,257.7,9873.75,10131.45,5914.0,38388.0,29248.0,1354.0,5248.0,5246.0,4094.0,1,2021-11-23,0,0
20000677,100.16,9819.99,9920.15,45695.0,611965.0,544134.0,328362.0,132901.0,263291.0,97944.0,1,2018-11-27,0,1
20000678,0.01,60956.36,60956.37,6480.0,41059.0,30687.0,1771.0,6072.0,6071.0,6751.0,1,2020-05-11,1,0
20000679,253.03,4774.23,5027.26,6352.0,108833.0,83477.0,10905.0,339.0,35921.0,10017.0,1,2019-11-16,0,0
20000680,59.45,6324.19,6383.64,54078.0,241498.0,129407.0,23727.0,42989.0,92828.0,14234.0,1,2020-04-13,0,0
20000681,1183.13,38918.68,40101.81,37694.0,260311.0,154180.0,12163.0,20203.0,98090.0,15418.0,1,2021-09-28,1,2
20000682,745.18,6457.38,7202.56,6376.0,35790.0,23115.0,141743.0,54999.0,99419.0,4160.0,1,2021-11-12,0,0
20000683,173.78,6119.15,6292.93,16263.0,89304.0,46151.0,11878.0,12535.0,42497.0,5538.0,1,2021-08-06,0,0
20000684,0.02,50040.01,50040.03,8905.0,83836.0,64142.0,22328.0,1679.0,40342.0,10262.0,1,2021-02-26,0,0
20000685,466.16,6232.02,6698.18,9343.0,264305.0,196343.0,40784.0,20270.0,88476.0,31415.0,1,2020-07-12,0,1
20000686,126.0,4051.37,4177.37,9337.0,66147.0,61226.0,14128.0,9525.0,9523.0,11633.0,1,2019-04-07,0,0
20000687,0.02,79621.21,79621.23,8756.0,67773.0,64206.0,17669.0,10619.0,10617.0,14125.0,1,2021-07-10,0,0
20000688,119.95,4631.21,4751.16,8870.0,58895.0,46467.0,18132.0,1290.0,29270.0,6970.0,1,2020-04-07,0,0
20000689,390.56,3493.38,3883.94,12974.0,137191.0,116622.0,257945.0,57237.0,221276.0,11662.0,1,2021-10-26,0,0
20000690,196.64,4113.87,4310.51,17109.0,92282.0,64530.0,20131.0,7414.0,40468.0,8388.0,1,2020-06-27,0,0
20000691,128.38,3820.97,3949.35,3917.0,26950.0,23015.0,7254.0,5595.0,5593.0,2531.0,1,2019-10-03,0,0
20000692,137.7,4086.12,4223.82,9157.0,62703.0,54200.0,18975.0,13740.0,13738.0,11924.0,1,2019-09-17,0,0
20000693,244.36,3389.22,3633.58,6669.0,43756.0,26184.0,15341.0,11637.0,21275.0,3665.0,1,2019-03-03,0,0
20000694,319.58,5462.94,5782.52,6441.0,119722.0,98128.0,17545.0,19570.0,19568.0,22569.0,0,2021-11-20,0,0
20000695,52.23,5022.27,5074.5,7417.0,134506.0,118790.0,48694.0,13113.0,51296.0,24946.0,1,2019-12-17,0,0
20000696,102.62,3443.64,3546.26,5590.0,36416.0,37604.0,10456.0,361.0,8905.0,4136.0,0,2020-12-21,0,0
20000697,115.32,4576.28,4691.6,7669.0,55022.0,61784.0,17022.0,5131.0,5129.0,11121.0,1,2020-04-23,0,0
20000698,148.03,5212.25,5360.28,6186.0,83430.0,86998.0,99178.0,37175.0,58434.0,13049.0,1,2021-06-06,0,0
20000699,200.88,2060.33,2261.21,9821.0,266693.0,229347.0,694018.0,299044.0,432320.0,41282.0,1,2019-03-22,0,0
20000700,1362.08,38585.95,39948.03,19351.0,159226.0,128358.0,5467.0,18169.0,18167.0,21820.0,1,2021-10-07,1,2
20000701,113.19,2398.06,2511.25,16360.0,137114.0,107185.0,33383.0,1934.0,61379.0,23580.0,1,2021-10-15,0,0
20000702,0.01,41864.73,41864.74,8623.0,61711.0,80005.0,17809.0,-241.0,-243.0,8800.0,1,2021-03-13,0,0
20000703,1339.1,27782.07,29121.17,85157.0,596597.0,429498.0,157215.0,52941.0,271372.0,98784.0,1,2013-05-10,1,2
20000704,0.03,8812.73,8812.76,4762.0,59620.0,53086.0,5867.0,6201.0,6200.0,7432.0,0,2013-10-02,0,0
20000705,121.6,4787.32,4908.92,14916.0,86748.0,40716.0,9318.0,15002.0,40348.0,8550.0,1,2018-06-01,0,0
20000706,216.3,2529.88,2746.18,0.0,471738.0,312626.0,665529.0,312871.0,511770.0,71904.0,1,2015-10-16,0,0
20000707,0.01,314908.4,314908.41,11406.0,63367.0,21907.0,8526.0,19790.0,30195.0,2409.0,1,2018-12-29,0,0
20000708,209.08,3177.5,3386.58,6392.0,112691.0,88031.0,16450.0,2367.0,38742.0,12324.0,0,2006-09-10,0,0
20000709,0.0,189449.28,189449.28,52214.0,213301.0,119126.0,18618.0,31621.0,81172.0,25016.0,1,2021-10-08,0,0
20000710,132.17,3992.97,4125.14,11044.0,65287.0,30052.0,8818.0,12928.0,31124.0,7513.0,1,2018-12-07,0,0
20000711,267.64,4073.65,4341.29,3862.0,50698.0,48683.0,4911.0,3463.0,3462.0,8763.0,1,2020-02-22,0,0
20000712,111.69,3603.0,3714.69,16657.0,58195.0,28327.0,5420.0,8569.0,26718.0,2832.0,1,2021-01-18,0,0
20000713,566.31,7987.51,8553.82,18000.0,405445.0,436003.0,49334.0,9389.0,9387.0,47960.0,0,2001-06-22,0,1
20000714,241.56,8475.9,8717.46,11003.0,69953.0,119526.0,24639.0,-12465.0,-12467.0,22709.0,1,2021-07-24,0,1
20000715,92.09,2970.77,3062.86,8023.0,52055.0,64327.0,18293.0,3011.0,3009.0,10935.0,1,2021-02-23,0,0
20000716,0.01,56869.49,56869.5,9458.0,72418.0,50402.0,17978.0,5643.0,34350.0,6048.0,1,2019-11-14,0,0
20000717,186.02,3207.18,3393.2,4485.0,67949.0,59955.0,5271.0,6633.0,6632.0,9592.0,1,2013-12-17,0,0
20000718,180.72,3636.18,3816.9,16439.0,114959.0,83838.0,30861.0,9486.0,52495.0,9222.0,1,2021-08-29,0,0
20000719,247.33,4464.36,4711.69,13764.0,99274.0,73760.0,23365.0,4728.0,44150.0,8113.0,1,2017-12-13,0,0
20000720,89.69,2512.35,2602.04,7467.0,49641.0,33953.0,16773.0,7224.0,25237.0,5432.0,1,2021-04-03,0,0
20000721,281.34,5560.16,5841.5,3984.0,73813.0,55146.0,9930.0,3474.0,25123.0,8271.0,0,2021-09-10,0,0
20000722,0.07,6291.62,6291.69,9581.0,108733.0,54036.0,260606.0,108472.0,206830.0,13509.0,1,2021-06-28,1,0
20000723,207.42,6756.4,6963.82,19690.0,136337.0,136981.0,5870.0,2614.0,2612.0,16437.0,1,2021-06-09,0,1
20000724,1024.42,6018.94,7043.36,8809.0,59165.0,48396.0,18934.0,6272.0,23429.0,9195.0,1,2020-07-24,0,0
20000725,0.01,84340.64,84340.65,6132.0,40413.0,49367.0,13719.0,2383.0,2381.0,11848.0,0,2021-02-28,0,0
20000726,193.18,5925.91,6119.09,6765.0,46047.0,36499.0,1910.0,5729.0,5727.0,8029.0,1,2021-07-30,0,0
20000727,302.03,4242.02,4544.05,6940.0,117539.0,93880.0,16113.0,19887.0,19885.0,14082.0,0,2021-01-27,0,0
20000728,0.01,256499.76,256499.77,14141.0,90604.0,36056.0,9955.0,22267.0,42235.0,8293.0,1,2021-04-08,0,0
20000729,172.34,2406.97,2579.31,2267.0,53518.0,38419.0,7116.0,4630.0,17584.0,7683.0,0,2021-08-18,0,0
20000730,104.18,2188.73,2292.91,15414.0,113192.0,68377.0,32998.0,25184.0,52628.0,8205.0,1,2020-02-16,0,0
20000731,209.18,3268.42,3477.6,2471.0,56673.0,40429.0,8817.0,6069.0,18992.0,7277.0,1,2011-08-13,0,0
20000732,238.78,8205.58,8444.36,15828.0,106991.0,71800.0,4328.0,19760.0,19758.0,13642.0,1,2013-11-30,0,1
20000733,295.81,3546.84,3842.65,0.0,818864.0,817578.0,1109690.0,243127.0,867850.0,114460.0,1,2021-07-11,0,1
20000734,46.08,4702.31,4748.39,8146.0,165437.0,144624.0,72945.0,27011.0,66747.0,31817.0,0,2021-08-07,0,0
20000735,168.51,5524.8,5693.31,51115.0,272108.0,128904.0,32604.0,47828.0,127979.0,14179.0,1,2020-10-02,0,1
20000736,0.01,80374.21,80374.22,8044.0,59930.0,70267.0,19087.0,4375.0,4373.0,11945.0,1,2020-10-11,0,0
20000737,146.09,3624.96,3771.05,15864.0,128956.0,122733.0,33530.0,19877.0,19876.0,24546.0,1,2021-06-28,0,0
20000738,0.01,10947.44,10947.45,6331.0,42192.0,32024.0,12084.0,1626.0,20624.0,7045.0,1,2017-11-06,0,0
20000739,147.4,5047.86,5195.26,8298.0,57994.0,79328.0,15733.0,-2799.0,-2801.0,18245.0,1,2021-02-26,0,0
20000740,102.87,3571.94,3674.81,7787.0,63860.0,80247.0,14688.0,-847.0,-849.0,11234.0,1,2018-03-01,0,0
20000741,0.02,4045.56,4045.58,4781.0,27528.0,15613.0,6497.0,6163.0,12249.0,2498.0,1,2021-08-05,0,0
20000742,0.01,31289.98,31289.99,7923.0,52902.0,38474.0,17750.0,5330.0,26848.0,9618.0,1,2021-11-02,0,0
20000743,0.01,229088.86,229088.87,6962.0,42346.0,42633.0,102695.0,55995.0,46413.0,5115.0,1,2020-03-22,0,0
20000744,278.91,3417.96,3696.87,0.0,404237.0,347060.0,587026.0,198135.0,446069.0,38176.0,1,2020-12-20,0,0
20000745,0.01,1728.79,1728.8,2918.0,19357.0,23473.0,5114.0,500.0,498.0,4929.0,1,2012-03-12,0,0
20000746,141.52,4717.41,4858.93,5617.0,44520.0,27265.0,2170.0,2616.0,16808.0,2726.0,1,2021-11-23,0,0
20000747,0.03,948394.17,948394.2,26897.0,374222.0,342387.0,27717.0,29777.0,29775.0,61629.0,1,2016-09-11,0,3
20000748,0.02,574725.56,574725.58,54253.0,457789.0,374846.0,162723.0,9870.0,235794.0,93711.0,1,2014-06-06,0,1
20000749,132.99,4601.82,4734.81,6976.0,45805.0,48808.0,10780.0,3889.0,3887.0,7809.0,1,2021-01-06,0,0
20000750,424.46,7486.04,7910.5,4909.0,98693.0,82903.0,13754.0,14773.0,14771.0,12435.0,0,2020-06-28,0,0
20000751,0.04,281847.13,281847.17,0.0,418909.0,358183.0,696397.0,255234.0,501887.0,75218.0,0,2012-05-09,0,0
20000752,203.7,2621.6,2825.3,3733.0,97667.0,68382.0,11707.0,9273.0,31718.0,17095.0,1,2020-12-08,0,0
20000753,0.02,37883.94,37883.96,6510.0,56958.0,44777.0,1931.0,7057.0,7055.0,9403.0,1,2021-11-03,0,0
20000754,507.28,4418.82,4926.1,10332.0,68837.0,44045.0,223839.0,84732.0,163899.0,6166.0,1,2021-02-08,0,0
20000755,0.03,92138.13,92138.16,6933.0,105839.0,95500.0,8015.0,9178.0,9176.0,16235.0,1,2021-05-24,0,2
20000756,0.01,27199.11,27199.12,13689.0,72123.0,34064.0,9797.0,13450.0,34407.0,5450.0,1,2021-10-02,0,0
20000757,217.65,2845.08,3062.73,6215.0,50480.0,31651.0,12051.0,8368.0,22511.0,4747.0,1,2018-03-31,0,0
20000758,294.16,8576.13,8870.29,20139.0,112642.0,51450.0,10652.0,20060.0,51784.0,12348.0,1,2018-06-28,0,1
20000759,0.02,91719.76,91719.78,5579.0,33213.0,26912.0,1343.0,3823.0,3821.0,4575.0,1,2012-11-04,0,0
20000760,231.3,3121.48,3352.78,4549.0,66831.0,60963.0,6758.0,6314.0,6312.0,7925.0,0,2021-08-25,0,0
20000761,156.15,5037.2,5193.35,23360.0,205963.0,251867.0,53410.0,3753.0,3751.0,25186.0,1,2021-11-19,0,1
20000762,0.02,297318.28,297318.3,102090.0,582025.0,367643.0,197584.0,131307.0,280659.0,36764.0,1,2004-03-14,1,2
20000763,208.38,6075.19,6283.57,6567.0,31951.0,37005.0,8896.0,1922.0,1920.0,3700.0,1,2021-01-02,0,0
20000764,319.17,3057.18,3376.35,0.0,636704.0,738183.0,903461.0,108907.0,693074.0,81200.0,0,2020-03-23,0,0
20000765,132.22,3877.38,4009.6,16245.0,85288.0,38751.0,11300.0,17270.0,40567.0,6200.0,1,2021-10-24,0,0
20000766,339.37,5197.14,5536.51,4898.0,128605.0,97015.0,17417.0,6660.0,42346.0,9701.0,1,2006-01-11,0,0
20000767,137.07,4128.53,4265.6,9790.0,40686.0,19569.0,5338.0,7125.0,19330.0,3522.0,1,2021-02-03,0,0
20000768,91.63,3709.61,3801.24,10267.0,110433.0,113422.0,180180.0,84195.0,92996.0,27221.0,1,2013-01-13,0,0
20000769,0.07,30785.27,30785.34,12199.0,100840.0,63115.0,202166.0,70208.0,169684.0,15147.0,1,2016-07-20,0,0
20000770,120.91,10334.4,10455.31,64494.0,325752.0,166570.0,29407.0,64283.0,124305.0,39976.0,1,2021-03-17,1,0
20000771,96.18,3327.93,3424.11,5105.0,35743.0,29650.0,11993.0,9044.0,9042.0,6226.0,1,2021-10-20,0,0
20000772,71.05,2030.11,2101.16,8739.0,87078.0,72565.0,21260.0,17887.0,17885.0,9433.0,0,2017-05-30,0,0
20000773,125.57,4886.02,5011.59,5130.0,44929.0,33459.0,2253.0,6862.0,6860.0,3680.0,0,2014-05-22,0,0
20000774,0.02,30538.97,30538.99,3432.0,23971.0,20383.0,7837.0,5714.0,5712.0,2242.0,1,2003-01-10,0,0
20000775,139.85,2497.39,2637.24,5171.0,104003.0,85248.0,16248.0,129.0,34872.0,18754.0,0,2008-11-04,0,0
20000776,78.04,2343.61,2421.65,9790.0,76335.0,83385.0,19318.0,6134.0,6133.0,11673.0,1,2015-07-16,0,0
20000777,0.02,516517.53,516517.55,31670.0,312150.0,358718.0,406163.0,129734.0,229860.0,35871.0,1,2021-11-09,1,2
20000778,161.28,6349.49,6510.77,54562.0,343524.0,306487.0,101663.0,69351.0,69349.0,49037.0,1,2002-12-10,0,1
20000779,631.68,7073.63,7705.31,9948.0,65550.0,43523.0,211266.0,78276.0,155017.0,8269.0,1,2021-08-10,0,0
20000780,97.01,2844.97,2941.98,9357.0,79755.0,66773.0,17242.0,15112.0,15111.0,12687.0,1,2021-07-27,0,0
20000782,0.05,457031.49,457031.54,41697.0,877379.0,763655.0,2398869.0,1038280.0,1474311.0,137458.0,1,2019-12-22,0,1
20000783,1084.22,19257.86,20342.08,15051.0,242192.0,222605.0,16870.0,18229.0,18227.0,40068.0,1,2020-03-01,1,2
20000785,214.21,6530.87,6745.08,11287.0,59102.0,27158.0,6919.0,11133.0,27728.0,2987.0,0,2019-04-05,0,0
20000786,115.6,2745.91,2861.51,8340.0,60895.0,53773.0,16824.0,11974.0,11972.0,9141.0,1,2008-01-07,0,0
20000787,1336.28,39770.15,41106.43,39156.0,276423.0,236818.0,9729.0,24668.0,24666.0,28418.0,1,2020-12-16,1,2
20000788,0.01,261275.23,261275.24,8663.0,35813.0,35528.0,8501.0,366.0,8419.0,6039.0,1,2014-07-25,0,0
20000789,495.66,6203.5,6699.16,7944.0,126409.0,104485.0,12027.0,16976.0,16974.0,10448.0,0,2021-06-08,0,1
20000790,92.65,3406.22,3498.87,7795.0,50293.0,32269.0,11135.0,5816.0,23343.0,5163.0,1,2018-06-03,0,0
20000791,160.05,5230.5,5390.55,7580.0,50460.0,69176.0,12148.0,-3282.0,-3284.0,10376.0,0,2016-12-24,0,0
20000792,191.64,4277.64,4469.28,17159.0,127278.0,67641.0,43107.0,41405.0,61338.0,16910.0,1,2006-07-27,1,0
20000793,121.61,4358.74,4480.35,8217.0,56415.0,60803.0,15993.0,5803.0,5801.0,9120.0,1,2020-07-13,0,0
20000794,0.02,477804.25,477804.27,75488.0,493933.0,408749.0,164960.0,125073.0,125071.0,89924.0,1,2019-07-12,1,2
20000795,228.3,2436.47,2664.77,15122.0,51413.0,52528.0,360556.0,128738.0,230703.0,11556.0,1,2020-03-17,0,0
20000796,69.92,2808.11,2878.03,7747.0,50842.0,42242.0,17745.0,281.0,26063.0,8026.0,1,2021-11-08,0,0
20000797,0.04,593466.11,593466.15,22391.0,510867.0,443115.0,68557.0,68155.0,68153.0,62036.0,1,2017-01-11,0,1
20000798,178.57,6687.88,6866.45,6840.0,58837.0,67930.0,103967.0,42777.0,52097.0,6793.0,1,2020-06-28,0,0
20000799,73.22,6656.04,6729.26,48192.0,209240.0,98182.0,24673.0,53861.0,81869.0,17672.0,1,2019-01-24,0,0
20000800,119.7,4275.03,4394.73,12711.0,146349.0,187324.0,146185.0,11599.0,93611.0,31845.0,1,2021-01-27,0,0
20000801,234.53,7896.54,8131.07,46954.0,238416.0,115205.0,29527.0,40201.0,112536.0,21889.0,1,2020-08-06,0,1
20000802,292.63,4322.45,4615.08,4406.0,83452.0,70605.0,10897.0,11872.0,11870.0,16239.0,1,2017-11-16,0,0
20000803,76.51,2125.33,2201.84,9045.0,65553.0,54628.0,14730.0,12829.0,12827.0,8740.0,1,2021-02-08,0,0
20000804,140.85,5103.42,5244.27,4556.0,32354.0,23652.0,1174.0,4939.0,4937.0,4730.0,0,2021-03-06,0,0
20000805,2180.07,18366.23,20546.3,50540.0,896318.0,868375.0,4055716.0,1855243.0,2228415.0,182358.0,1,2021-07-15,1,2
20000806,109.96,4057.53,4167.49,5587.0,38601.0,32742.0,10720.0,8290.0,8289.0,7203.0,1,2019-09-24,0,0
20000807,0.04,59736.82,59736.86,4139.0,86747.0,67780.0,9544.0,586.0,27924.0,8811.0,0,2019-05-25,0,0
20000808,217.1,2545.15,2762.25,9759.0,191243.0,175986.0,881951.0,414271.0,482937.0,31677.0,1,2021-05-05,1,0
20000809,0.01,663.34,663.35,8664.0,62314.0,59142.0,14960.0,9066.0,9064.0,6505.0,1,2018-04-21,0,0
20000810,97.61,3148.79,3246.4,9546.0,82765.0,58798.0,25108.0,8084.0,40992.0,9407.0,1,2021-08-23,0,0
20000811,207.87,6060.38,6268.25,7643.0,60386.0,68788.0,89708.0,33276.0,48030.0,13069.0,1,2021-06-02,0,0
20000812,113.17,4160.77,4273.94,7623.0,57622.0,85341.0,17052.0,-5332.0,-5334.0,9387.0,0,2018-01-18,1,0
20000813,283.54,4830.31,5113.85,13337.0,94783.0,68344.0,22181.0,6512.0,42107.0,12301.0,1,2017-09-09,0,0
20000814,0.01,64999.59,64999.6,4489.0,38557.0,25931.0,1503.0,7065.0,7064.0,2852.0,1,2017-05-31,0,0
20000815,0.03,39419.75,39419.78,4523.0,115413.0,82022.0,17809.0,12565.0,38634.0,18865.0,1,2021-06-18,0,0
20000816,127.2,3583.11,3710.31,7708.0,38908.0,37351.0,13798.0,7678.0,7676.0,8590.0,1,2021-02-27,0,0
20000817,283.4,4229.78,4513.18,2668.0,49299.0,34067.0,4953.0,3908.0,16275.0,8176.0,1,2021-01-23,0,0
20000818,173.76,4853.58,5027.34,11395.0,77426.0,102505.0,167966.0,64361.0,78525.0,20501.0,1,2018-07-03,0,0
20000819,454.2,6460.94,6915.14,41147.0,653948.0,450996.0,94893.0,73192.0,224652.0,85689.0,1,2021-11-12,0,1
20000820,37.47,4684.22,4721.69,58801.0,267339.0,173284.0,27782.0,18544.0,103292.0,34656.0,1,2021-07-11,0,0
20000821,279.44,4704.43,4983.87,4505.0,60392.0,58260.0,4162.0,3148.0,3146.0,8156.0,1,2008-10-01,0,0
20000822,52.38,4988.6,5040.98,9573.0,156317.0,133623.0,52161.0,16481.0,58374.0,30733.0,0,2020-08-16,0,0
20000823,0.05,56369.6,56369.65,12927.0,74080.0,42765.0,206527.0,80701.0,157140.0,7270.0,0,2020-10-09,0,0
20000824,424.48,12197.58,12622.06,19059.0,133005.0,76107.0,6075.0,12903.0,50068.0,9893.0,1,2021-08-11,0,1
20000825,163.3,2433.62,2596.92,5133.0,71462.0,65247.0,5944.0,6081.0,6079.0,7177.0,1,2020-12-11,0,0
20000826,0.01,95120.82,95120.83,15416.0,113041.0,54424.0,14400.0,19492.0,53525.0,7075.0,0,2019-07-07,1,0
20000827,169.26,5424.89,5594.15,15590.0,82316.0,38522.0,8300.0,14034.0,38059.0,5007.0,1,2021-11-08,0,0
20000828,136.17,5138.51,5274.68,6733.0,45948.0,75915.0,12465.0,-8749.0,-8751.0,11387.0,1,2018-04-29,0,0
20000829,98.86,2873.75,2972.61,5250.0,38273.0,29136.0,1764.0,5451.0,5450.0,7284.0,1,2014-05-03,0,0
20000830,0.01,37301.42,37301.43,7774.0,53822.0,47363.0,13324.0,7025.0,12758.0,10420.0,0,2021-11-06,0,0
20000831,0.02,30213.32,30213.34,8566.0,114111.0,117307.0,7802.0,2304.0,2302.0,19942.0,1,2021-11-10,0,1
20000832,0.02,219738.32,219738.34,50787.0,378053.0,217011.0,118966.0,101081.0,178927.0,36892.0,1,2020-03-10,0,1
20000833,0.02,31136.28,31136.3,4303.0,75284.0,50799.0,7503.0,7151.0,24836.0,12191.0,1,2016-02-24,0,0
20000834,966.5,5287.22,6253.72,3190.0,16620.0,12807.0,5485.0,2666.0,6632.0,1921.0,1,2017-11-19,0,0
20000835,440.58,4192.01,4632.59,15516.0,24977.0,18981.0,421046.0,177268.0,249773.0,4365.0,1,2017-01-24,0,0
20000836,0.01,20481.44,20481.45,5445.0,33852.0,28506.0,8754.0,7051.0,7049.0,3135.0,1,2021-05-28,0,0
20000837,169.66,4903.35,5073.01,7227.0,47036.0,69860.0,16605.0,-3108.0,-3110.0,11177.0,1,2021-01-15,0,0
20000838,160.46,4789.72,4950.18,19902.0,97358.0,140510.0,30711.0,-6219.0,-6221.0,21076.0,1,2021-07-21,0,1
20000839,134.83,4903.09,5037.92,4019.0,24713.0,36499.0,8526.0,-1628.0,-1630.0,5474.0,1,2018-10-11,0,0
20000840,360.85,5673.79,6034.64,8298.0,116944.0,106097.0,8253.0,9550.0,9548.0,12731.0,0,2019-12-18,0,1
20000841,234.67,6647.76,6882.43,41206.0,282188.0,271012.0,75156.0,43167.0,43165.0,27101.0,1,2021-05-18,0,1
20000842,0.02,138180.21,138180.23,13625.0,97430.0,71732.0,26155.0,7362.0,44491.0,17215.0,1,2021-01-16,0,0
20000843,0.01,43903.07,43903.08,10146.0,50860.0,23941.0,5525.0,8763.0,23682.0,5745.0,1,2017-06-26,0,0
20000844,700.82,20795.81,21496.63,96653.0,447281.0,200436.0,47498.0,86536.0,207807.0,38082.0,1,2021-07-27,1,2
20000845,0.01,116330.49,116330.5,49132.0,325532.0,274393.0,86013.0,68577.0,68575.0,65854.0,1,2019-11-03,0,1
20000846,0.01,36049.04,36049.05,3295.0,25388.0,32338.0,7051.0,51.0,49.0,6467.0,0,2021-07-19,0,0
20000847,280.31,6443.95,6724.26,16029.0,100302.0,65644.0,32950.0,19637.0,47971.0,14441.0,1,2020-01-02,0,1
20000848,250.21,2808.24,3058.45,10967.0,296275.0,256816.0,559518.0,213870.0,385107.0,53931.0,0,2001-06-18,0,0
20000849,119.37,4388.59,4507.96,49455.0,332571.0,273797.0,71034.0,64905.0,64903.0,49283.0,1,2021-11-24,0,1
20000850,305.8,10366.27,10672.07,33770.0,285357.0,336560.0,504232.0,200361.0,252668.0,33656.0,1,2020-06-08,0,1
20000851,0.02,47831.99,47832.01,7326.0,52079.0,62332.0,18218.0,3983.0,3981.0,6856.0,1,2020-10-08,0,0
20000852,32.87,3867.08,3899.95,57286.0,248790.0,135591.0,28834.0,44864.0,97168.0,16270.0,1,2016-12-27,0,0
20000853,0.02,95864.06,95864.08,16075.0,148785.0,105149.0,38271.0,14566.0,67340.0,24184.0,1,2003-07-26,0,0
20000854,160.23,2043.69,2203.92,2781.0,14798.0,9722.0,5082.0,3000.0,7157.0,2139.0,1,2017-07-21,0,0
20000855,103.64,2903.14,3006.78,5628.0,47499.0,50771.0,11243.0,3986.0,3984.0,8123.0,1,2021-10-22,0,0
20000856,223.04,2997.83,3220.87,4521.0,61014.0,51091.0,6075.0,8000.0,7998.0,7663.0,1,2021-12-01,0,0
20000857,0.0,100736.66,100736.66,9724.0,175693.0,277670.0,68596.0,-16689.0,-16691.0,52757.0,1,2021-08-02,1,0
20000858,0.01,34978.88,34978.89,5185.0,36101.0,28091.0,1567.0,4789.0,4787.0,4494.0,1,2021-01-04,0,0
20000859,125.46,3722.74,3848.2,6636.0,48424.0,75591.0,12054.0,-7555.0,-7556.0,18141.0,1,2018-04-30,0,0
20000860,142.04,5727.59,5869.63,12313.0,34270.0,17234.0,3085.0,4431.0,15689.0,1895.0,1,2015-07-17,0,0
20000861,117.34,3667.03,3784.37,8037.0,75775.0,69448.0,17987.0,12157.0,12155.0,11111.0,1,2015-03-02,0,0
